district,m_pct_any_dv_4,f_pct_any_beat_4,gap_any_dv_4,avg_any_dv_4,m_mean_dv_count_4,f_mean_beat_count_4,gap_dv_count_4,m_pct_beat_goout_4,m_pct_beat_neglect_4,m_pct_beat_argue_4,m_pct_beat_refusesex_4,m_pct_beat_burnfood_4,m_pct_dv_unfaithful_4,m_pct_dv_disrespect_4,m_pct_father_beat_mother_4,m_pct_force_sex_right_4,m_pct_any_dv_4.1,m_mean_dv_count_4.1,f_pct_beat_goout_4,f_pct_beat_neglect_4,f_pct_beat_argue_4,f_pct_beat_refusesex_4,f_pct_beat_burnfood_4,f_pct_any_beat_4.1,f_mean_beat_count_4.1,f_n_dv_4,gap_father_beat_mother_4,female_pct_breastfeeding_4_x,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4_y,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4,state,digital_gender_gap_5,f_mean_age_5,f_mean_education_5,f_mean_yrs_edu_5,f_pct_literate_5,f_mean_wealth_idx_5,f_mean_wealth_scr_5,f_pct_urban_5,f_pct_rural_5,f_mean_hh_size_5,f_pct_married_5,f_pct_never_married_5,f_pct_divorced_5,f_pct_has_mobile_5,f_pct_mobile_fin_5,f_mean_bf_dur_5,f_mean_bf_months_5,f_pct_ever_breastfed_5,f_pct_early_bf_5,f_n_respondents_5,m_mean_age_5,m_mean_yrs_edu_5,m_pct_no_edu_5,m_literacy_rate_5,m_urban_share_5,m_mean_wealth_idx_5,m_mean_hh_size_5,m_pct_married_5,m_pct_in_union_5,m_pct_live_partner_5,m_pct_owns_mobile_5,m_pct_has_bank_account_5,m_pct_currently_working_5,m_pct_dv_goes_out_5,m_pct_dv_neglect_5,m_pct_dv_argues_5,m_pct_dv_sex_5,m_pct_dv_food_5,m_pct_dv_unfaith_5,m_pct_dv_disresp_5,m_pct_any_dv_5,m_pct_owns_house_5,m_pct_owns_land_5,m_pct_smokes_cigarettes_5,m_pct_smokes_bidis_5,m_pct_uses_tobacco_5,m_pct_drinks_alcohol_5,m_pct_drinks_freq_5,m_pct_father_beat_5,m_pct_wife_emp_5,m_n_respondents_5,StateCode,State,DistrictCode,in_labour_force,lfpr_percent
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10.0,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936,32.845829,11.203255,1.0118294,60.704868,196.96368,7.9458532,689418.6557,4.7697649,63.290428,98.678329,90.884239,1.6366615,41.52864268,32.004147,10.579138,1.8533219,193.31136,6.4922132,81851.39459,4.850656,0.42277795,76.001289,9.8851967,80.127777,1.4514103,267.3746169,18.550552,0.18525124,10.663043,32.117302,7.2190332,4.8102102,163532.13,308.90326,0.6241169,3.6523285,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,3.8773878,764119.0861,9.3682661,90.631737,4.821991,75.728912,22.241152,2.0299387,85.37944,21.083504,61.337288,21.149199,44.353668,43.308178,247.9542462,32.845829,11.203255,1.0118294,98.988167,7.9458532,689418.63,4.7697649,63.290428,63.290428,91.139313,98.678329,90.884239,69.61541,7.6662607,6.5089726,7.0685668,1.9192249,6.0173483,7.5453253,16.222862,22.357264,39.888115,35.735905,10.778419,26.814634,33.645432,38.783257,18.423788,10.078923,8.658864,41.52864268,2,Himachal Pradesh,6,0.4254545569419861,42.54545593261719
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10.0,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936,32.845829,11.203255,1.0118294,60.704868,196.96368,7.9458532,689418.6557,4.7697649,63.290428,98.678329,90.884239,1.6366615,41.52864268,32.004147,10.579138,1.8533219,193.31136,6.4922132,81851.39459,4.850656,0.42277795,76.001289,9.8851967,80.127777,1.4514103,267.3746169,18.550552,0.18525124,10.663043,32.117302,7.2190332,4.8102102,163532.13,308.90326,0.6241169,3.6523285,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,3.8773878,764119.0861,9.3682661,90.631737,4.821991,75.728912,22.241152,2.0299387,85.37944,21.083504,61.337288,21.149199,44.353668,43.308178,247.9542462,32.845829,11.203255,1.0118294,98.988167,7.9458532,689418.63,4.7697649,63.290428,63.290428,91.139313,98.678329,90.884239,69.61541,7.6662607,6.5089726,7.0685668,1.9192249,6.0173483,7.5453253,16.222862,22.357264,39.888115,35.735905,10.778419,26.814634,33.645432,38.783257,18.423788,10.078923,8.658864,41.52864268,9,Uttar Pradesh,37,0.342857152223587,34.28571701049805
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10.0,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936,32.845829,11.203255,1.0118294,60.704868,196.96368,7.9458532,689418.6557,4.7697649,63.290428,98.678329,90.884239,1.6366615,41.52864268,32.004147,10.579138,1.8533219,193.31136,6.4922132,81851.39459,4.850656,0.42277795,76.001289,9.8851967,80.127777,1.4514103,267.3746169,18.550552,0.18525124,10.663043,32.117302,7.2190332,4.8102102,163532.13,308.90326,0.6241169,3.6523285,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,2.4081059,-271961.2611,19.602297,80.397705,6.2648215,67.049637,30.011345,2.9390244,41.72958,27.1213,69.3414,21.734566,30.015671,22.791729,752.4744824,32.828453,8.9940128,10.939876,78.887421,26.445869,-360777.34,6.3592391,61.742474,61.742474,98.520393,93.21006,88.247421,70.883667,14.387974,9.763423,15.473882,9.0426788,9.9551945,9.4650459,26.087982,40.044582,38.227947,33.147575,1.1431246,7.9079447,22.392303,7.5964527,2.9649372,17.372776,9.596406,50.52100328,2,Himachal Pradesh,6,0.4254545569419861,42.54545593261719
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10.0,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936,32.845829,11.203255,1.0118294,60.704868,196.96368,7.9458532,689418.6557,4.7697649,63.290428,98.678329,90.884239,1.6366615,41.52864268,32.004147,10.579138,1.8533219,193.31136,6.4922132,81851.39459,4.850656,0.42277795,76.001289,9.8851967,80.127777,1.4514103,267.3746169,18.550552,0.18525124,10.663043,32.117302,7.2190332,4.8102102,163532.13,308.90326,0.6241169,3.6523285,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,2.4081059,-271961.2611,19.602297,80.397705,6.2648215,67.049637,30.011345,2.9390244,41.72958,27.1213,69.3414,21.734566,30.015671,22.791729,752.4744824,32.828453,8.9940128,10.939876,78.887421,26.445869,-360777.34,6.3592391,61.742474,61.742474,98.520393,93.21006,88.247421,70.883667,14.387974,9.763423,15.473882,9.0426788,9.9551945,9.4650459,26.087982,40.044582,38.227947,33.147575,1.1431246,7.9079447,22.392303,7.5964527,2.9649372,17.372776,9.596406,50.52100328,9,Uttar Pradesh,37,0.342857152223587,34.28571701049805
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10.0,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936,32.828453,8.9940128,10.939876,62.080296,150.05292,26.445869,-360777.353,6.3592391,61.742474,93.21006,88.247421,1.9121689,50.52100328,28.619997,6.6811872,30.447514,126.58537,22.263992,-22097.41405,5.5898271,0.53612739,69.415207,13.973936,41.418926,0.65944535,521.9296392,51.791134,1.2527235,6.885303,28.991409,24.354931,5.9745331,-51987.242,572.45062,2.3128257,23.467552,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,3.8773878,764119.0861,9.3682661,90.631737,4.821991,75.728912,22.241152,2.0299387,85.37944,21.083504,61.337288,21.149199,44.353668,43.308178,247.9542462,32.845829,11.203255,1.0118294,98.988167,7.9458532,689418.63,4.7697649,63.290428,63.290428,91.139313,98.678329,90.884239,69.61541,7.6662607,6.5089726,7.0685668,1.9192249,6.0173483,7.5453253,16.222862,22.357264,39.888115,35.735905,10.778419,26.814634,33.645432,38.783257,18.423788,10.078923,8.658864,41.52864268,2,Himachal Pradesh,6,0.4254545569419861,42.54545593261719
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10.0,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936,32.828453,8.9940128,10.939876,62.080296,150.05292,26.445869,-360777.353,6.3592391,61.742474,93.21006,88.247421,1.9121689,50.52100328,28.619997,6.6811872,30.447514,126.58537,22.263992,-22097.41405,5.5898271,0.53612739,69.415207,13.973936,41.418926,0.65944535,521.9296392,51.791134,1.2527235,6.885303,28.991409,24.354931,5.9745331,-51987.242,572.45062,2.3128257,23.467552,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,3.8773878,764119.0861,9.3682661,90.631737,4.821991,75.728912,22.241152,2.0299387,85.37944,21.083504,61.337288,21.149199,44.353668,43.308178,247.9542462,32.845829,11.203255,1.0118294,98.988167,7.9458532,689418.63,4.7697649,63.290428,63.290428,91.139313,98.678329,90.884239,69.61541,7.6662607,6.5089726,7.0685668,1.9192249,6.0173483,7.5453253,16.222862,22.357264,39.888115,35.735905,10.778419,26.814634,33.645432,38.783257,18.423788,10.078923,8.658864,41.52864268,9,Uttar Pradesh,37,0.342857152223587,34.28571701049805
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10.0,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936,32.828453,8.9940128,10.939876,62.080296,150.05292,26.445869,-360777.353,6.3592391,61.742474,93.21006,88.247421,1.9121689,50.52100328,28.619997,6.6811872,30.447514,126.58537,22.263992,-22097.41405,5.5898271,0.53612739,69.415207,13.973936,41.418926,0.65944535,521.9296392,51.791134,1.2527235,6.885303,28.991409,24.354931,5.9745331,-51987.242,572.45062,2.3128257,23.467552,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,2.4081059,-271961.2611,19.602297,80.397705,6.2648215,67.049637,30.011345,2.9390244,41.72958,27.1213,69.3414,21.734566,30.015671,22.791729,752.4744824,32.828453,8.9940128,10.939876,78.887421,26.445869,-360777.34,6.3592391,61.742474,61.742474,98.520393,93.21006,88.247421,70.883667,14.387974,9.763423,15.473882,9.0426788,9.9551945,9.4650459,26.087982,40.044582,38.227947,33.147575,1.1431246,7.9079447,22.392303,7.5964527,2.9649372,17.372776,9.596406,50.52100328,2,Himachal Pradesh,6,0.4254545569419861,42.54545593261719
hamirpur,49.972965,41.351101,8.6218643,45.662033,1.1676276,0.95928621,0.20834136,14.563107,10.243902,16.019417,9.7560968,10.731708,10.243902,26.829269,17.961164,5.4187193,50.970875,1.2135923,34.285717,24.285715,25.714287,10.0,20.714287,50.714283,1.15,56.42105198,1.4722691,13.973936,32.828453,8.9940128,10.939876,62.080296,150.05292,26.445869,-360777.353,6.3592391,61.742474,93.21006,88.247421,1.9121689,50.52100328,28.619997,6.6811872,30.447514,126.58537,22.263992,-22097.41405,5.5898271,0.53612739,69.415207,13.973936,41.418926,0.65944535,521.9296392,51.791134,1.2527235,6.885303,28.991409,24.354931,5.9745331,-51987.242,572.45062,2.3128257,23.467552,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,2.4081059,-271961.2611,19.602297,80.397705,6.2648215,67.049637,30.011345,2.9390244,41.72958,27.1213,69.3414,21.734566,30.015671,22.791729,752.4744824,32.828453,8.9940128,10.939876,78.887421,26.445869,-360777.34,6.3592391,61.742474,61.742474,98.520393,93.21006,88.247421,70.883667,14.387974,9.763423,15.473882,9.0426788,9.9551945,9.4650459,26.087982,40.044582,38.227947,33.147575,1.1431246,7.9079447,22.392303,7.5964527,2.9649372,17.372776,9.596406,50.52100328,9,Uttar Pradesh,37,0.342857152223587,34.28571701049805
mahoba,57.902943,29.756483,28.14646,43.829712,1.1403443,0.68562698,0.45471728,11.111112,7.1111112,12.888889,6.6964283,7.5892859,9.7777777,20.535715,33.333336,6.25,57.522125,1.1460177,26.119402,19.402985,19.402985,3.7313433,12.686567,31.343285,0.81343281,41.23008513,5.4547253,17.540257,31.204412,8.123991,16.614645,53.654312,140.56497,19.516008,-321406.0204,6.299612,58.36916,88.781944,86.87487,2.0404229,41.86594725,28.792482,6.0641203,33.804199,114.40939,23.765709,-24169.51054,6.4872127,0.65865868,72.577736,17.540257,40.09433,0.67974639,401.2209712,48.687614,1.3606765,6.2587514,29.020378,21.640858,6.3934126,-52254.492,443.08691,2.0598707,26.155586,uttar pradesh,52.972347,28.968023,1.4337344,6.8018041,71.507797,2.4620104,-238237.3215,21.674292,78.325706,6.5777817,66.256798,30.931082,2.8121185,35.809597,28.743547,73.139801,20.180901,25.478298,20.924753,556.0840179,31.204412,8.123991,16.614645,70.749725,19.516008,-321406.03,6.299612,58.36916,58.36916,97.110954,88.781944,86.87487,76.542824,10.845531,7.4067926,12.669307,6.618885,7.5322962,9.4669399,19.277145,29.416656,30.767551,31.300814,2.2324898,9.5116367,32.316814,13.095297,7.2011151,33.509968,5.3928456,41.86594725,9,Uttar Pradesh,38,0.2365591377019882,23.655914306640625
banda,59.381779,46.997406,12.384373,53.18959,1.3715467,1.1271833,0.24436343,12.698414,10.0,16.931217,12.234042,11.640212,13.68421,23.316061,28.72928,12.765958,58.585857,1.3484849,20.547945,24.657534,31.506847,12.413793,30.136988,50.0,1.1917808,83.02139735,16.939262,15.734651,29.71368,7.3848133,21.515316,47.09642,127.00368,16.372574,-681017.1794,6.5627956,50.306122,88.276817,77.587601,1.9136971,74.78969589,29.181059,6.1079855,33.765102,116.87057,18.625523,-56053.88379,5.4838676,0.56175452,71.678284,15.734651,42.123917,0.49149895,708.2797578,46.152901,1.4221982,6.2299333,29.231928,17.499048,6.0233316,-115743.12,783.06946,1.2768278,10.133118,uttar pradesh,58.440422,29.676834,1.2342541,5.8817573,62.65691,2.0035307,-636626.3687,17.02453,82.975471,6.0658002,68.554497,28.229084,3.2164211,29.836395,21.830801,70.125183,21.659658,29.020926,17.99785,1027.275058,29.71368,7.3848133,21.515316,71.94883,16.372574,-681017.19,6.5627956,50.306122,50.306122,98.134003,88.276817,77.587601,57.593506,11.744631,9.26194,15.897112,11.112505,10.866387,12.687798,22.758411,40.215485,41.021778,39.06522,0.47018245,12.480434,26.594046,10.445547,5.2385254,27.579746,12.359812,74.78969589,9,Uttar Pradesh,39,0.2520325183868408,25.20325088500977
chitrakoot,71.924522,24.840488,47.084034,48.382507,1.9060128,0.71087414,1.1951387,27.906979,26.589596,25.433525,12.209302,12.209302,12.716763,20.231215,16.568047,32.369942,71.098267,1.8554913,17.837837,15.675676,20.0,14.054054,18.918919,25.945946,0.86486489,60.56345969,5.4712515,22.217712,30.11821,8.8428507,13.739864,55.460327,126.78488,6.9476924,-650393.4981,5.667449,57.413239,83.618011,84.943077,1.8197839,34.15798876,28.639246,5.2090716,41.815208,98.262024,15.727962,-79190.03794,6.436028,0.76171392,72.907433,22.217712,25.237625,0.40117472,510.639295,58.380386,1.4186091,5.4369044,28.731976,11.337828,6.0517387,-115003.66,544.7973,3.633779,28.522858,uttar pradesh,45.000954,28.960285,1.3513856,6.3954582,66.699585,2.0146518,-580549.4554,9.6332722,90.36673,6.024785,69.388947,28.63763,1.973426,38.617058,21.654589,72.970413,25.363892,25.081959,28.372871,537.0186345,30.11821,8.8428507,13.739864,70.599434,6.9476924,-650393.5,5.667449,57.413239,57.413239,91.311569,83.618011,84.943077,70.560158,29.067526,27.995825,26.788658,12.309051,12.357136,12.607844,20.225395,42.44376,48.440521,43.816929,5.0094752,5.8295207,28.835409,8.4183998,5.6332006,16.338852,15.679397,34.15798876,9,Uttar Pradesh,40,0.3363636434078216,33.6363639831543
fatehpur,65.426476,43.288651,22.137825,54.357563,2.1329427,0.72169256,1.4112501,29.239765,24.418604,32.55814,16.374269,22.222223,21.052631,41.520466,21.511627,15.476191,66.091957,2.2068965,12.230216,15.107913,21.73913,1.4492754,13.669065,37.410072,0.64028776,129.2972012,5.0026398,14.945227,31.175138,8.6813269,12.73966,54.730385,151.40982,14.399862,-373462.3409,5.6069636,53.813026,89.420052,82.217407,1.8614314,100.8176393,28.79019,6.2429233,35.255234,118.04894,10.003653,-65193.55504,5.7315345,0.54074556,66.062134,14.945227,36.124031,0.38759261,1203.399989,53.296021,1.4738388,6.4314151,28.974548,12.201757,5.6692491,-89023.117,1304.2177,2.4384036,33.360878,uttar pradesh,40.274063,28.968351,1.4571658,7.0314727,69.510933,2.1688476,-488520.5655,13.399445,86.600555,5.4482775,65.578384,30.883684,3.5379324,49.145988,26.845774,68.583488,19.746567,30.504585,15.075511,1499.296105,31.175138,8.6813269,12.73966,79.136337,14.399862,-373462.34,5.6069636,53.813026,53.813026,97.043419,89.420052,82.217407,61.718472,27.084906,23.30529,29.852598,14.959075,20.674286,19.368841,40.744217,56.932186,44.547054,35.214497,9.5704708,8.7807674,40.954926,23.225348,13.114832,21.642963,13.673417,100.8176393,9,Uttar Pradesh,41,0.2207792252302169,22.07792282104492
pratapgarh,46.476265,36.753193,9.7230721,41.614731,0.79217821,1.2857131,-0.49353486,6.25,5.208333,7.2916665,2.0833335,5.208333,22.916668,13.541667,23.157894,0.0,45.833336,0.85416669,29.651161,29.069767,30.813953,15.697675,25.581396,37.209301,1.3081396,164.2291369,11.184967,12.292093,30.778622,6.9464192,19.922211,49.883778,138.15724,8.5844402,-642418.3426,5.3602152,65.681496,81.317856,84.699753,1.8867657,37.31180806,28.976767,4.1074591,51.926071,85.611046,7.8012652,-69614.82059,5.7818379,0.69729728,77.042564,19.949886,25.265709,0.45336387,482.8007083,56.052147,1.4334018,4.31112,29.106028,8.192853,5.5710268,-110706.57,520.11249,2.8389602,52.546196,rajasthan,50.298996,29.076256,1.1432275,5.2726345,58.504032,2.05651,-593684.9868,8.1051302,91.894875,5.8514481,73.181938,23.928724,2.8893356,31.01886,22.776564,64.268799,18.687119,37.726341,58.112507,568.0769815,30.778622,6.9464192,19.922211,77.826302,8.5844402,-642418.31,5.3602152,65.681496,65.681496,94.926926,81.317856,84.699753,73.286064,11.170662,11.19171,14.010485,6.2544279,6.7425222,14.07839,24.691208,31.937981,48.944221,48.080051,0.59662074,12.05456,21.176414,17.025787,9.5336447,22.742804,13.204962,37.31180806,8,Rajasthan,33,0.4319526553153991,43.19526672363281
pratapgarh,46.476265,36.753193,9.7230721,41.614731,0.79217821,1.2857131,-0.49353486,6.25,5.208333,7.2916665,2.0833335,5.208333,22.916668,13.541667,23.157894,0.0,45.833336,0.85416669,29.651161,29.069767,30.813953,15.697675,25.581396,37.209301,1.3081396,164.2291369,11.184967,12.292093,30.778622,6.9464192,19.922211,49.883778,138.15724,8.5844402,-642418.3426,5.3602152,65.681496,81.317856,84.699753,1.8867657,37.31180806,28.976767,4.1074591,51.926071,85.611046,7.8012652,-69614.82059,5.7818379,0.69729728,77.042564,19.949886,25.265709,0.45336387,482.8007083,56.052147,1.4334018,4.31112,29.106028,8.192853,5.5710268,-110706.57,520.11249,2.8389602,52.546196,rajasthan,50.298996,29.076256,1.1432275,5.2726345,58.504032,2.05651,-593684.9868,8.1051302,91.894875,5.8514481,73.181938,23.928724,2.8893356,31.01886,22.776564,64.268799,18.687119,37.726341,58.112507,568.0769815,30.778622,6.9464192,19.922211,77.826302,8.5844402,-642418.31,5.3602152,65.681496,65.681496,94.926926,81.317856,84.699753,73.286064,11.170662,11.19171,14.010485,6.2544279,6.7425222,14.07839,24.691208,31.937981,48.944221,48.080051,0.59662074,12.05456,21.176414,17.025787,9.5336447,22.742804,13.204962,37.31180806,9,Uttar Pradesh,42,0.0650684908032417,6.50684928894043
pratapgarh,46.476265,36.753193,9.7230721,41.614731,0.79217821,1.2857131,-0.49353486,6.25,5.208333,7.2916665,2.0833335,5.208333,22.916668,13.541667,23.157894,0.0,45.833336,0.85416669,29.651161,29.069767,30.813953,15.697675,25.581396,37.209301,1.3081396,164.2291369,11.184967,12.292093,30.778622,6.9464192,19.922211,49.883778,138.15724,8.5844402,-642418.3426,5.3602152,65.681496,81.317856,84.699753,1.8867657,37.31180806,28.976767,4.1074591,51.926071,85.611046,7.8012652,-69614.82059,5.7818379,0.69729728,77.042564,19.949886,25.265709,0.45336387,482.8007083,56.052147,1.4334018,4.31112,29.106028,8.192853,5.5710268,-110706.57,520.11249,2.8389602,52.546196,uttar pradesh,37.573906,28.526667,1.6912819,8.4030256,78.236649,2.4649436,-240637.218,8.3038378,91.696159,6.8726358,64.900032,33.320187,1.7797842,50.637245,22.12343,60.69228,23.976194,42.262444,12.932684,2161.369006,30.24074,10.131456,7.0123801,93.107162,25.37846,172763.7,7.1566229,58.614826,58.614826,100.0,88.211151,86.570343,65.056,5.0892396,4.1598339,5.9832115,1.7500857,4.2299657,19.580812,11.111556,26.497793,67.605003,57.471901,0.89539039,5.7707891,29.09066,9.5288572,2.5230107,27.313122,4.2511263,109.6301736,8,Rajasthan,33,0.4319526553153991,43.19526672363281
pratapgarh,46.476265,36.753193,9.7230721,41.614731,0.79217821,1.2857131,-0.49353486,6.25,5.208333,7.2916665,2.0833335,5.208333,22.916668,13.541667,23.157894,0.0,45.833336,0.85416669,29.651161,29.069767,30.813953,15.697675,25.581396,37.209301,1.3081396,164.2291369,11.184967,12.292093,30.778622,6.9464192,19.922211,49.883778,138.15724,8.5844402,-642418.3426,5.3602152,65.681496,81.317856,84.699753,1.8867657,37.31180806,28.976767,4.1074591,51.926071,85.611046,7.8012652,-69614.82059,5.7818379,0.69729728,77.042564,19.949886,25.265709,0.45336387,482.8007083,56.052147,1.4334018,4.31112,29.106028,8.192853,5.5710268,-110706.57,520.11249,2.8389602,52.546196,uttar pradesh,37.573906,28.526667,1.6912819,8.4030256,78.236649,2.4649436,-240637.218,8.3038378,91.696159,6.8726358,64.900032,33.320187,1.7797842,50.637245,22.12343,60.69228,23.976194,42.262444,12.932684,2161.369006,30.24074,10.131456,7.0123801,93.107162,25.37846,172763.7,7.1566229,58.614826,58.614826,100.0,88.211151,86.570343,65.056,5.0892396,4.1598339,5.9832115,1.7500857,4.2299657,19.580812,11.111556,26.497793,67.605003,57.471901,0.89539039,5.7707891,29.09066,9.5288572,2.5230107,27.313122,4.2511263,109.6301736,9,Uttar Pradesh,42,0.0650684908032417,6.50684928894043
pratapgarh,46.476265,36.753193,9.7230721,41.614731,0.79217821,1.2857131,-0.49353486,6.25,5.208333,7.2916665,2.0833335,5.208333,22.916668,13.541667,23.157894,0.0,45.833336,0.85416669,29.651161,29.069767,30.813953,15.697675,25.581396,37.209301,1.3081396,164.2291369,11.184967,12.292093,30.24074,10.131456,7.0123801,51.058609,170.2771,25.37846,172763.7005,7.1566229,58.614826,88.211151,86.570343,1.9788971,109.6301736,28.146357,6.5561814,34.849075,127.45012,6.3195124,-34067.18231,6.6590066,0.56129515,63.949818,12.292093,44.125072,0.60135496,1701.14532,44.086079,1.3775421,6.7726402,28.273157,15.848986,6.907815,-21544.975,1810.7755,3.5752749,42.826981,rajasthan,50.298996,29.076256,1.1432275,5.2726345,58.504032,2.05651,-593684.9868,8.1051302,91.894875,5.8514481,73.181938,23.928724,2.8893356,31.01886,22.776564,64.268799,18.687119,37.726341,58.112507,568.0769815,30.778622,6.9464192,19.922211,77.826302,8.5844402,-642418.31,5.3602152,65.681496,65.681496,94.926926,81.317856,84.699753,73.286064,11.170662,11.19171,14.010485,6.2544279,6.7425222,14.07839,24.691208,31.937981,48.944221,48.080051,0.59662074,12.05456,21.176414,17.025787,9.5336447,22.742804,13.204962,37.31180806,8,Rajasthan,33,0.4319526553153991,43.19526672363281
pratapgarh,46.476265,36.753193,9.7230721,41.614731,0.79217821,1.2857131,-0.49353486,6.25,5.208333,7.2916665,2.0833335,5.208333,22.916668,13.541667,23.157894,0.0,45.833336,0.85416669,29.651161,29.069767,30.813953,15.697675,25.581396,37.209301,1.3081396,164.2291369,11.184967,12.292093,30.24074,10.131456,7.0123801,51.058609,170.2771,25.37846,172763.7005,7.1566229,58.614826,88.211151,86.570343,1.9788971,109.6301736,28.146357,6.5561814,34.849075,127.45012,6.3195124,-34067.18231,6.6590066,0.56129515,63.949818,12.292093,44.125072,0.60135496,1701.14532,44.086079,1.3775421,6.7726402,28.273157,15.848986,6.907815,-21544.975,1810.7755,3.5752749,42.826981,rajasthan,50.298996,29.076256,1.1432275,5.2726345,58.504032,2.05651,-593684.9868,8.1051302,91.894875,5.8514481,73.181938,23.928724,2.8893356,31.01886,22.776564,64.268799,18.687119,37.726341,58.112507,568.0769815,30.778622,6.9464192,19.922211,77.826302,8.5844402,-642418.31,5.3602152,65.681496,65.681496,94.926926,81.317856,84.699753,73.286064,11.170662,11.19171,14.010485,6.2544279,6.7425222,14.07839,24.691208,31.937981,48.944221,48.080051,0.59662074,12.05456,21.176414,17.025787,9.5336447,22.742804,13.204962,37.31180806,9,Uttar Pradesh,42,0.0650684908032417,6.50684928894043
pratapgarh,46.476265,36.753193,9.7230721,41.614731,0.79217821,1.2857131,-0.49353486,6.25,5.208333,7.2916665,2.0833335,5.208333,22.916668,13.541667,23.157894,0.0,45.833336,0.85416669,29.651161,29.069767,30.813953,15.697675,25.581396,37.209301,1.3081396,164.2291369,11.184967,12.292093,30.24074,10.131456,7.0123801,51.058609,170.2771,25.37846,172763.7005,7.1566229,58.614826,88.211151,86.570343,1.9788971,109.6301736,28.146357,6.5561814,34.849075,127.45012,6.3195124,-34067.18231,6.6590066,0.56129515,63.949818,12.292093,44.125072,0.60135496,1701.14532,44.086079,1.3775421,6.7726402,28.273157,15.848986,6.907815,-21544.975,1810.7755,3.5752749,42.826981,uttar pradesh,37.573906,28.526667,1.6912819,8.4030256,78.236649,2.4649436,-240637.218,8.3038378,91.696159,6.8726358,64.900032,33.320187,1.7797842,50.637245,22.12343,60.69228,23.976194,42.262444,12.932684,2161.369006,30.24074,10.131456,7.0123801,93.107162,25.37846,172763.7,7.1566229,58.614826,58.614826,100.0,88.211151,86.570343,65.056,5.0892396,4.1598339,5.9832115,1.7500857,4.2299657,19.580812,11.111556,26.497793,67.605003,57.471901,0.89539039,5.7707891,29.09066,9.5288572,2.5230107,27.313122,4.2511263,109.6301736,8,Rajasthan,33,0.4319526553153991,43.19526672363281
