state,district,internet_5,mobile_5,gender_5,internet_use_m_5,mobile_own_m_5,internet_use_f_5,mobile_own_f_5,dd_internet_use_5,dd_mobile_own_5,State_Code,DistrictCode,in_labour_force,Employed,Unemployed,Employed_self,Employed_ownacc,Employed_ownent,Employed_help,Employed_Salaried,Employed_wages,Employed_casual,men_mobile_own_4,men_mobile_financial_4,men_mobile_own2_4,men_mobile_financial2_4,n_obs_men_4,women_mobile_own_4,n_obs_women_4,digital_gap_ownership_4,male_mean_age,male_mean_education,male_pct_no_education,male_pct_primary_education,male_pct_secondary_education,male_pct_higher_education,male_literacy_rate,male_urban_share,male_pct_sc,male_pct_st,male_pct_obc,male_pct_general,male_pct_hindu,male_pct_muslim,male_pct_christian,male_pct_other_religion,male_mean_wealth_index,male_pct_wealth_q1,male_pct_wealth_q2,male_pct_wealth_q3,male_pct_wealth_q4,male_pct_wealth_q5,male_mean_hh_size,male_pct_married,male_pct_in_union,male_pct_has_mobile,male_pct_uses_mobile_finance,male_pct_has_bank_account,male_pct_uses_internet,male_mean_digital_access,male_pct_reads_newspaper,male_pct_listens_radio,male_pct_watches_tv,male_pct_heard_fp_radio,male_pct_heard_fp_tv,male_pct_heard_fp_newspaper,male_pct_currently_working,male_pct_worked_last_12m,n_men,female_mean_age,mean_husband_age,female_mean_education,mean_husband_education,female_pct_no_education,female_pct_primary_education,female_pct_secondary_education,female_pct_higher_education,female_literacy_rate,female_urban_share,female_pct_sc,female_pct_st,female_pct_obc,female_pct_general,female_pct_hindu,female_pct_muslim,female_pct_christian,female_pct_other_religion,female_mean_wealth_index,female_pct_wealth_q1,female_pct_wealth_q2,female_pct_wealth_q3,female_pct_wealth_q4,female_pct_wealth_q5,female_mean_hh_size,female_mean_children_u5,female_pct_married,female_pct_breastfeeding,female_pct_has_tv,female_pct_has_radio,female_pct_has_phone,female_pct_has_mobile,female_mean_digital_access,female_pct_reads_newspaper,female_pct_listens_radio,female_pct_watches_tv,female_pct_heard_fp_radio,female_pct_heard_fp_tv,female_pct_heard_fp_newspaper,female_pct_has_electricity,female_pct_has_refrigerator,female_pct_has_bicycle,female_pct_has_motorcycle,female_pct_has_car,n_women,dd_mobile_own_4,digital_gender_gap_internet_4,digital_gender_gap_bank,digital_gender_gap_score,digital_gender_gap_tv,digital_gender_gap_newspaper,digital_gender_gap_radio,male_only_mobile_finance,mean_education,mean_age,urban_share,mean_hh_size,mean_wealth_index,pct_sc,pct_st,pct_obc,pct_general,pct_hindu,pct_muslim,pct_christian,n_total,education_gender_gap,literacy_gender_gap,dd_gap,treatment_status
Uttar Pradesh,sitapur,0,0.23333333,1,0,0.90540534,0,0.23333333,0,67.575851,9,23,39,7,0,32,4,0,28,7,7,0,0.90892959,0.20561449,0.90892959,0.20561449,175.8770797,0.65642303,331.5664258,0.25250655,31.904709,7.5106249,13.965925,28.014109,0,37.124382,131.06615,15.818542,45.27977,0,36.687431,18.032801,88.266846,11.733152,0,0,-810871.6085,50.127232,31.482006,8.0596256,6.2401276,4.0910087,5.7692385,68.801331,68.801331,90.89296,20.561449,89.18486,0,1.9876672,45.002834,9.3947906,46.164391,11.947941,35.020401,31.938419,84.88311,6.484457,175.8770797,29.375288,36.541824,5.1329179,6.5846257,42.090698,4.1724148,10.719963,28.292339,96.718811,15.365097,37.736042,0,45.144653,17.024103,87.031685,12.742646,0,0.22566712,-73955.98728,56.121643,18.328867,11.954231,6.9724889,6.6227698,6.123898,0.73331589,74.929031,23.587421,18.483221,9.1537561,1.3327502,20.176073,0.32045162,19.358339,8.6505156,15.607858,17.132198,22.792309,20.472305,31.773884,9.0877132,80.514641,29.035061,2.7083306,2175.207597,70.716888,0,89.18486,1.6672156,30.556534,25.644495,0.74427509,20.561449,5.3107867,29.564507,15.59182,5.9465685,-129082.27,37.736042,0,45.144653,17.024103,87.031685,12.742646,0,2351.0847,2.377707,34.347336,-3.141037,treated
Uttar Pradesh,kanpur nagar,0,0.64327484,1,0,0.93220341,0,0.64327484,0,29.388786,9,33,62,36,14,12,4,0,8,28,36,8,0.92490059,0.23302786,0.92490059,0.23302786,177.7370187,0.87648612,356.6253106,0.048414469,31.359163,9.2960434,11.624663,8.1712532,0,56.187355,162.02858,60.753483,26.813534,1.0382042,56.997986,15.150277,98.711266,1.2887337,0,0,403317.8243,13.779328,14.69321,22.061537,17.263788,32.202137,5.2132707,57.826508,57.826508,92.490059,23.302786,84.400208,0,1.9844302,71.47467,42.964653,80.68338,49.906567,76.737389,66.476601,63.467133,18.208801,177.7370187,29.658026,37.590687,9.6942024,9.2553883,15.780811,1.7657938,5.2577038,31.364838,160.67551,71.621613,20.325983,0.62975955,47.359077,31.685183,86.482933,12.340272,0,1.1767908,65091.19036,10.115719,10.084478,11.625453,26.043913,42.130436,5.5352564,0.41128963,65.012291,10.573141,75.564613,5.666985,1.5528817,46.353615,0.88730085,32.69376,11.423985,10.464334,19.346495,68.389221,47.090576,85.134552,53.497471,76.509254,51.509594,5.9760108,2780.348398,46.136444,0,84.400208,1.0971293,70.219048,38.78091,31.540668,23.302786,9.6702785,29.760239,66.187546,5.3742638,85413.586,20.325983,0.62975955,47.359077,31.685183,86.482933,12.340272,0,2958.0854,-0.39815903,1.3530731,-16.747658,treated
Uttar Pradesh,basti,0,0.91156465,0,0,0.91156465,0,0.54751134,0,36.713074,9,54,25,6,2,17,7,0,10,5,6,1,0.91255456,0.30322838,0.91255456,0.30322838,71.16535345,0.65236425,191.7918934,0.26019031,31.369312,8.8606462,16.924419,3.8698719,0,56.811897,147.99232,11.294394,24.680485,3.1321168,55.477352,16.710047,91.200493,8.7995024,0,0,14122.61657,12.134192,32.966236,28.074205,17.154669,9.6706982,5.9115629,59.848076,59.848076,91.255455,30.322838,91.8209,0,2.107476,70.652809,57.618694,84.151634,64.671196,80.09198,81.857315,74.315445,6.7969732,71.16535345,28.390577,36.954403,5.9221869,7.9292078,38.850456,2.9329727,8.0694923,29.445663,114.59612,7.4779086,24.757526,1.1385645,53.119457,20.902275,84.218483,15.612806,0.072243772,0.096465446,-39224.07363,31.683779,32.451691,15.664209,12.91855,7.2817698,6.9428034,0.86705643,67.882256,20.88073,33.03706,11.725294,0.91952157,40.186367,0.51553375,21.861174,14.702894,21.633785,21.441612,36.32016,22.135315,67.913528,8.3974037,85.101875,32.680618,3.0587707,1312.683508,51.069088,0,91.8209,1.5919423,62.517849,48.791634,42.915802,30.322838,6.0732989,28.54376,9.3861513,6.4271832,-36480.684,24.757526,1.1385645,53.119457,20.902275,84.218483,15.612806,0.072243772,1383.8489,2.9384594,33.39621,-14.356014,treated
Uttar Pradesh,bareilly,0,0.86868685,0,0,0.86868685,0,0.33812949,0,51.490646,9,19,18,8,1,9,4,0,5,8,8,0,0.88330019,0.22269,0.88330019,0.22269,165.5997174,0.89984334,393.2199044,-0.01654315,31.894888,8.4326868,16.945765,9.1203575,0,55.855515,125.3692,45.426792,14.167603,0,74.037682,11.794715,90.408035,8.1176577,0,1.4743052,377361.6986,9.1616688,21.506262,20.84276,26.551073,21.938234,5.154213,59.656776,59.656776,88.330017,22.269001,86.03476,0,1.9403498,52.416348,31.899542,67.634926,16.580572,58.407837,59.856869,78.785805,2.7590227,165.5997174,28.234383,36.399113,4.8116422,6.6526465,47.530651,5.0708919,9.9536438,21.031204,90.015068,40.807972,11.48945,0.17761213,67.159073,21.125963,56.717388,42.552929,0.27185267,0.45782915,9825.852659,16.667019,23.877642,20.622719,18.334505,20.498116,6.4236021,0.61281228,62.482143,13.798398,46.146591,4.7327318,1.0346719,28.216249,0.56317085,20.411329,6.7841105,25.112511,9.924962,51.967979,22.955694,70.636749,30.271471,67.003586,39.680611,2.9228251,2519.864448,60.11377,0,86.03476,1.3771789,42.522415,32.00502,25.115431,22.269001,5.0349345,28.460108,43.117382,5.7889075,32490.029,11.48945,0.17761213,67.159073,21.125963,56.717388,42.552929,0.27185267,2685.4641,3.6210446,35.354134,-8.623124,treated
Uttar Pradesh,balrampur,0,0.87234044,0,0,0.87234044,0,0.53846157,0,31.384251,9,51,32,6,1,25,3,0,22,2,6,4,0.76818085,0.13758753,0.76818085,0.13758753,28.33303219,,,,31.813782,6.9359326,24.914465,17.239403,0,43.340435,122.57414,11.477344,16.897551,1.3540187,62.218933,19.529499,78.662247,21.337753,0,0,-474530.6863,40.130634,20.817146,18.569584,15.616218,4.8664198,6.2487378,61.381851,61.381851,87.503685,21.18302,82.036247,0,1.8807585,46.803631,28.572168,61.952572,32.406338,53.852642,47.691391,68.464363,12.585036,58.45591161,28.048923,36.48185,3.2200603,4.7411151,58.745998,4.5942545,11.152024,18.012707,87.18631,9.1349106,18.490677,1.9182602,55.688225,23.638321,59.499836,40.358051,0,0.1421117,-65995.85269,47.839909,26.983047,12.162997,7.1275034,5.8865452,7.9690819,1.0897204,71.747696,23.763027,19.174698,13.26462,0.80425042,36.097294,0.39477915,15.052327,25.078333,24.606012,27.734619,27.432749,15.835588,39.273087,8.5664635,79.345245,31.15407,1.8941976,1088.246807,51.406391,0,82.036247,1.4859793,37.346558,31.751305,3.4938354,21.18302,3.4094858,28.240847,10.306128,7.1089096,-86821.891,18.490677,1.9182602,55.688225,23.638321,59.499836,40.358051,0,1146.7028,3.7158723,35.387833,-20.02214,treated
Uttar Pradesh,sant ravidas nagar (bhadohi),0,0.52601159,1,0,0.87288129,0,0.52601159,0,34.293274,9,67,2,0,0,2,2,0,0,0,0,0,0.8636744,0.15334953,0.8636744,0.15334953,57.67271364,0.91348976,144.2226419,-0.049815357,31.483976,9.9023647,4.6791296,8.8223133,0,57.350113,164.52185,26.373911,30.270273,0.89613599,44.293205,24.540384,87.727615,12.272384,0,0,17856.21974,13.385017,31.750488,21.669418,21.011217,12.183859,10.843595,65.109344,65.109344,86.367439,15.334953,89.849731,0,1.8946158,71.839897,16.354504,69.241592,14.482493,65.222206,64.676201,59.40926,14.969875,57.67271364,28.201469,34.849197,6.3470988,8.4092836,34.919609,3.1783416,7.3436193,31.20487,122.59155,17.413315,21.368385,0.53699976,58.798618,19.295996,82.897263,17.102736,0,0,-22343.62301,25.927479,26.369989,22.419382,15.581316,9.7018347,8.5466681,1.0001963,70.94014,19.736416,48.122414,8.389102,0.80614603,42.331104,0.64713955,26.536905,8.7093439,20.02569,13.30532,50.277359,24.636518,73.382339,13.364421,76.111588,29.117006,2.4347003,825.4273451,44.036335,0,89.849731,1.2474762,49.215904,45.302994,7.6451597,15.334953,6.5792828,28.41584,21.893612,9.6951313,-19718.287,21.368385,0.53699976,58.798618,19.295996,82.897263,17.102736,0,883.10004,3.5552659,41.930298,-9.743061,treated
Uttar Pradesh,jhansi,0,0.96943229,0,0,0.96943229,0,0.55947137,0,40.986736,9,35,68,13,0,55,17,0,38,9,13,4,0.9715724,0.36791968,0.9715724,0.36791968,93.39678296,0.85714716,146.3784486,0.11442524,33.270355,10.342341,9.3006229,3.8217709,0,54.995728,158.98343,38.878532,30.990479,1.7515166,34.833755,30.778631,94.836395,5.1636028,0,0,367638.9204,14.701225,22.580423,13.171154,21.157621,28.389576,6.2105942,66.227699,66.227699,97.157242,36.791969,76.136154,0,2.0903945,66.753998,16.316643,79.43557,18.080282,77.586029,82.150475,70.733139,9.0192747,93.39678296,29.472349,37.587841,7.3169298,8.6559563,27.085899,1.5265474,8.8522644,37.680973,132.30176,45.263622,31.060965,1.303299,49.684376,17.951363,92.207588,7.4678078,0.092477545,0.23212531,28510.37091,15.455411,17.675821,18.889112,21.261215,26.718441,5.8456016,0.57964414,72.407898,14.340903,72.352875,3.626462,1.1353053,41.393669,0.83203244,23.267794,6.1141915,19.05451,11.318539,58.913391,33.280323,89.985023,37.231998,63.656773,50.071842,5.8641267,995.1616092,55.763573,0,76.136154,1.2583621,60.381058,43.486206,10.202452,36.791969,7.5765057,29.798212,42.071075,6.0280981,57607.125,31.060965,1.303299,49.684376,17.951363,92.207588,7.4678078,0.092477545,1088.5583,3.0254116,26.681671,-14.776837,treated
Uttar Pradesh,pilibhit,0,0.82394367,0,0,0.82394367,0,0.38650307,0,43.431629,9,20,8,0,0,8,2,0,6,0,0,0,0.81820393,0.16380963,0.81820393,0.16380963,70.45605162,0.89699787,167.1406482,-0.078793943,30.304041,7.4273252,15.453005,16.772579,0,54.834396,133.49924,14.32556,12.848389,0.68517321,66.233833,20.232605,83.308403,13.880284,0,2.8113129,-146351.6547,20.655792,36.344193,14.253394,23.703552,5.0430684,5.8112922,57.397831,57.397831,81.820389,16.380962,83.397827,0,1.7862118,41.521912,19.979753,67.241959,12.626256,57.322853,39.309052,79.855789,2.3613415,70.45605162,28.541533,33.810177,5.1823378,6.7498107,41.772194,3.4348495,12.199738,26.17621,102.24433,17.985353,16.477142,0.16218969,67.463585,15.814916,72.640945,24.070755,0.30848762,2.9798155,-31555.19745,29.995882,29.847977,18.302265,11.961136,9.8927383,6.3343239,0.63067102,67.050468,19.894331,32.810249,3.8843687,0.71237624,28.347662,0.41974398,21.468788,3.7038832,20.713081,5.4543538,42.678726,24.778736,53.446526,14.448913,68.493065,30.867853,3.1669874,1037.361257,53.472725,0,83.397827,1.3664678,46.528877,20.053123,16.275871,16.380962,5.3251166,28.653625,16.155457,6.0728083,-38856.137,16.477142,0.16218969,67.463585,15.814916,72.640945,24.070755,0.30848762,1107.8173,2.2449875,31.254906,-10.041096,treated
Uttar Pradesh,jalaun,0,0.87878788,0,0,0.87878788,0,0.37185928,0,49.795033,9,34,24,6,0,18,4,0,14,0,6,6,0.8826555,0.1649224,0.8826555,0.1649224,70.66654763,0.79823399,112.4138993,0.084421515,31.310602,9.8949385,9.3908234,4.1297913,0,58.232327,160.68279,29.654642,37.497688,0,49.70195,12.800365,98.217819,1.7821813,0,0,-192376.3945,30.085331,19.843292,30.376595,9.4624691,10.232314,5.7811909,59.550285,59.550285,88.265549,16.492241,86.729279,0,1.8955179,55.498421,19.817871,57.814304,34.611946,73.891541,67.603508,73.196655,12.364968,70.66654763,29.086473,37.047077,7.5816941,8.7563038,27.021452,1.3252125,7.9935117,34.723198,135.41264,30.33765,20.699574,0.99469692,51.836597,26.469135,92.321434,7.6785669,0,0,-289.6323608,20.813738,24.776321,21.011528,13.41183,19.98658,5.7241311,0.49531469,70.162643,12.79366,61.255764,5.0040126,1.0504985,35.643253,0.72511494,15.061548,3.0062723,17.864397,2.9508169,43.191235,24.47459,88.481384,26.38419,69.641312,41.247189,3.6008489,770.3573646,52.622295,0,86.729279,1.170403,39.949905,40.436874,16.8116,16.492241,7.776063,29.273355,29.996147,5.7526608,-16429.611,20.699574,0.99469692,51.836597,26.469135,92.321434,7.6785669,0,841.02393,2.3132443,25.270142,-2.827262,treated
Uttar Pradesh,unnao,0,0.8881579,0,0,0.8881579,0,0.44444445,0,43.878075,9,25,64,12,3,49,10,0,39,10,12,2,0.89748681,0.22670236,0.89748681,0.22670236,111.5905718,0.63837641,277.8946726,0.25911039,30.8983,8.0612955,14.975348,11.797423,0,54.935913,141.46486,24.175148,39.996254,0.52289122,37.022869,22.457985,89.468369,10.531636,0,0,-152543.2098,30.048195,25.583801,14.310239,11.953778,18.103985,5.0807056,56.628967,56.628967,89.74868,22.670237,81.360733,0,1.9145565,50.108082,26.286762,55.232525,32.237225,55.545467,53.106373,63.592117,12.995648,111.5905718,28.527834,37.307938,6.2278757,6.6003084,33.024918,3.1898401,9.9363232,35.298126,117.4838,15.989773,30.817503,0.25295866,49.058434,19.871101,86.999802,13.000204,0,0,-45040.17737,39.493755,25.951885,14.487707,10.253334,9.8133173,6.0558701,0.63142753,66.76033,18.335278,36.515793,10.136288,0.42673397,25.316444,0.51297116,21.315266,9.7297821,15.38246,22.17956,38.858742,29.366594,49.679298,13.320395,79.836945,35.798012,2.7452037,1667.806174,64.432236,0,81.360733,1.4015853,39.850067,28.792816,16.55698,22.670237,6.342854,28.676493,20.08246,5.5682878,-51781.969,30.817503,0.25295866,49.058434,19.871101,86.999802,13.000204,0,1779.3967,1.8334198,23.981064,-20.554161,treated
Uttar Pradesh,hardoi,0,0.31818181,1,0,0.8829788,0,0.31818181,0,56.792511,9,24,18,3,2,13,3,0,10,3,3,0,0.88374424,0.086876392,0.88374424,0.086876392,173.1815171,0.57114947,310.4352381,0.31259477,30.54521,7.5295444,15.918417,17.901854,0,49.061314,145.63692,14.27282,24.596436,0,59.890915,15.512652,86.514633,13.485368,0,0,-546023.7726,43.50806,27.202288,13.909118,9.7656622,5.6148701,6.659327,58.983219,58.983219,88.37442,8.6876392,79.154091,0,1.7520617,50.079941,21.837412,51.817139,18.988537,53.762222,49.611248,72.129784,7.8480062,173.1815171,28.650656,34.918205,5.3505769,6.1830215,41.888298,3.7126188,10.179773,28.342876,100.58134,20.062012,32.770599,0.35828888,45.916264,20.954851,86.931862,13.06814,0,0,-53056.88249,43.98769,24.068918,15.346573,6.2433763,10.353441,6.3723793,0.75232524,70.579216,18.573301,27.80162,8.1690464,0.6288898,25.138611,0.40377897,17.362455,8.4727163,15.508267,13.754247,22.671534,19.931572,46.058289,10.421217,81.295326,28.817404,3.5201654,2065.433581,63.235809,0,79.154091,1.3482828,36.308872,32.717484,13.364696,8.6876392,5.5191441,28.79722,17.167416,6.5158529,-91193.297,32.770599,0.35828888,45.916264,20.954851,86.931862,13.06814,0,2238.615,2.1789675,45.055573,-6.443298,treated
Uttar Pradesh,farrukhabad,0,0.40101522,1,0,0.88,0,0.40101522,0,47.40649,9,28,13,1,2,10,5,0,5,1,1,0,0.87921631,0.18339257,0.87921631,0.18339257,71.10987544,0.85776424,143.9098611,0.021452069,32.277206,7.5050802,21.619497,9.775856,0,54.655563,127.27087,23.600048,20.264437,0,58.665512,21.070049,77.810814,22.18919,0,0,24971.87678,17.977243,36.2864,14.597045,12.791308,18.348001,6.0343518,56.212402,56.212402,87.921631,18.339256,78.890915,0,1.8293672,49.339134,22.369034,68.464096,18.363752,53.163265,54.59549,76.00901,3.2051399,71.10987544,28.517897,34.911858,6.5608506,10.209924,28.854795,5.8078337,10.064697,35.268818,128.08012,21.785517,13.748032,0.3827273,62.822681,22.966248,86.832306,12.865104,0.13205504,0.17053618,-27577.04612,28.585768,27.348263,21.366076,14.067936,8.6319618,6.9018812,0.79433405,68.61161,18.659058,35.17421,8.6774149,0.31623632,35.053219,0.49619669,25.507074,5.9152651,20.613958,7.5716248,40.922527,26.948992,60.112305,13.801816,72.693169,30.925047,2.505811,925.2899436,52.868412,0,78.890915,1.3331704,47.850136,23.83206,16.45377,18.339256,6.6282372,28.786186,22.692783,6.4681168,-23826.797,13.748032,0.3827273,62.822681,22.966248,86.832306,12.865104,0.13205504,996.39984,0.9442296,-0.80925751,-5.461922,treated
Uttar Pradesh,mirzapur,0,0.4770115,1,0,0.91836733,0,0.4770115,0,42.583057,9,68,21,6,0,15,4,0,11,1,6,5,0.92184645,0.19075108,0.92184645,0.19075108,90.27428514,0.81575102,187.7610108,0.10609543,31.412176,9.7818499,8.297472,11.046788,0,51.752617,166.69505,24.397411,16.785192,1.8821795,59.589684,21.742941,96.909111,3.0908856,0,0,-61116.5561,25.899229,23.452551,19.847212,8.2915297,22.509478,6.090342,63.012802,63.012802,92.184647,19.075108,92.579147,0,2.0234811,71.138832,16.068153,81.230476,7.035944,72.235184,70.273216,56.627129,24.185995,90.27428514,28.641455,36.218288,6.339427,7.9741869,37.50948,0.79154474,6.2485867,31.201193,117.35162,16.432718,29.45557,5.9587727,48.273125,16.312531,96.226013,3.7739899,0,0,-38650.47366,35.720001,26.862659,15.49391,13.303612,8.6198187,7.3155422,0.87379307,74.96656,21.900684,50.226967,11.87611,1.1079526,41.325905,0.69913203,25.726885,13.718575,14.801483,23.209558,57.306068,33.449036,69.078049,11.577535,84.010094,29.978731,2.4231126,1157.743192,50.858742,0,92.579147,1.3243492,66.428993,45.411949,2.3495779,19.075108,6.5884318,28.841873,20.415066,6.7029419,-40275.539,29.45557,5.9587727,48.273125,16.312531,96.226013,3.7739899,0,1248.0175,3.4424229,49.34343,-8.275685,treated
Bihar,katihar,0,0.37037036,1,0,0.86206895,0,0.37037036,0,48.483032,10,10,41,26,0,15,4,0,11,12,26,14,0.85781765,0.051139809,0.85781765,0.051139809,280.7841847,0.7144351,250.3318821,0.14338255,31.104931,6.311028,18.367109,25.395859,0,50.247772,120.35257,11.89006,22.502428,7.4702578,54.636646,14.441543,61.333984,35.665684,3.0003304,0,-899344.2588,59.488445,28.329876,10.360763,0.8717888,0.94912899,5.8072052,59.540855,59.540855,85.781769,5.1139808,80.568474,0,1.3892561,44.607632,14.498253,63.313271,6.9920406,39.143803,26.442972,60.549397,20.818748,280.7841847,28.931736,36.629269,3.6922371,4.897716,56.503754,5.0654697,3.418257,26.839375,80.955406,10.311947,12.249966,7.5599432,59.768963,20.421127,64.564186,35.246136,0.10293096,0.086744778,-89736.98165,63.097073,19.476974,8.9432392,7.0635567,1.4191568,5.6249075,0.81677729,78.583565,27.346554,16.518293,9.1825943,0.4847987,37.469738,0.32371387,19.907515,11.195544,8.8198099,13.590672,19.894453,18.19952,33.004429,2.9809387,76.218124,12.344792,0.46746895,1516.379505,48.312031,0,80.568474,1.0655422,54.493462,24.700117,3.3027086,5.1139808,4.1013904,29.271271,11.101004,5.7160563,-216227.92,12.249966,7.5599432,59.768963,20.421127,64.564186,35.246136,0.10293096,1797.1637,2.6187909,39.397163,0.171001,treated
Bihar,vaishali,0,0.90476191,0,0,0.90476191,0,0.51977402,0,38.070591,10,18,6,3,0,3,3,0,0,1,3,2,0.90105748,0.1294753,0.90105748,0.1294753,307.8896141,0.71076703,275.7742302,0.19029045,30.396378,8.179018,19.156612,10.173516,0,48.31971,145.58553,4.6641521,34.638649,1.6194627,49.036858,14.705032,96.094345,3.9056528,0,0,-415686.2496,41.190498,17.755064,17.134747,19.341125,4.5785646,5.4019084,61.254627,61.254627,90.105751,12.94753,72.106804,0,1.1779706,52.558212,23.222082,60.721924,27.766306,44.019207,43.572884,53.217018,14.529549,307.8896141,28.818073,34.877884,5.1882377,6.8516126,42.328117,5.7702808,4.716783,32.883369,112.24117,12.42675,21.188337,3.6809266,61.932343,13.198392,96.013535,3.9864631,0,0,-52485.7481,39.753681,25.214016,20.256359,11.1668,3.6091452,6.7584553,0.91637748,79.252106,24.457315,28.042585,18.469948,2.2671046,47.984566,0.55712354,29.250267,23.399494,18.84025,42.09866,45.829571,36.338776,63.982361,4.8047051,77.243462,21.813494,2.6681051,1908.76271,42.121185,0,72.106804,0.62084711,41.881676,23.307945,-0.17741203,12.94753,5.6036525,29.037298,8.5454512,6.0801821,-102933.74,21.188337,3.6809266,61.932343,13.198392,96.013535,3.9864631,0,2216.6523,2.9907804,33.344353,-4.050594,treated
Bihar,darbhanga,0,0.89189196,0,0,0.89189196,0,0.52258062,0,40.442635,10,13,11,3,0,8,7,0,1,1,3,2,0.91553712,0.19168626,0.91553712,0.19168626,420.8864117,0.66581225,419.5524065,0.24972486,32.405369,7.6154909,19.61466,13.930882,0,45.952282,137.79044,19.574156,29.390091,4.7151818,45.215546,20.679184,86.180214,13.819785,0,0,-524213.0152,40.334206,20.166769,31.975021,7.524004,0,5.9727273,62.648468,62.648468,91.553711,19.168625,70.935081,0,1.3082212,55.59539,17.415775,50.097584,7.3837595,40.883911,47.610558,65.991638,6.6718206,420.8864117,28.690954,35.181149,4.0126829,6.0439219,54.466278,3.6018419,5.7046199,25.963371,120.05853,7.9861445,22.945471,8.2571783,47.738857,20.497522,75.772743,23.922768,0.076582015,0.22790539,-82783.81272,56.005646,23.788673,12.125705,6.4502873,1.6296917,6.5089116,0.96137768,79.155006,25.406843,18.943613,8.2092743,0.62563342,50.240009,0.36788073,19.749422,13.700871,13.694594,22.547197,25.427279,20.435904,57.463551,2.2749121,64.785988,14.873277,1.0273522,2339.551984,41.313702,0,70.935081,0.94034052,36.402988,35.84597,3.7149038,19.168625,4.562006,29.257294,13.78015,6.2408195,-150088.91,22.945471,8.2571783,47.738857,20.497522,75.772743,23.922768,0.076582015,2760.4385,3.602808,17.731911,-0.871067,treated
Bihar,sheohar,0,0.88461536,0,0,0.88461536,0,0.4893617,0,40.331959,,,,,,,,,,,,,0.89369357,0.083152309,0.89369357,0.083152309,65.80904919,0.73211622,70.23573986,0.16157734,30.523384,7.3433332,23.001522,13.489099,0,45.707989,134.34267,7.577323,21.962782,0,58.2304,19.80682,84.657791,15.342204,0,0,-670263.3394,42.633987,36.830502,11.007848,8.5446444,0.98302132,4.6919227,63.498528,63.498528,89.369354,8.3152313,81.45295,0,1.7825358,51.331245,15.22734,55.580036,12.007982,53.357018,45.167522,70.906906,4.9317336,65.80904919,28.133244,35.301941,3.4610994,5.2519598,54.990948,8.4115191,6.2235107,23.445259,80.729347,4.1155686,20.807991,6.2917142,54.859688,17.648415,87.901245,11.713162,0,0.38558862,-89425.18692,60.431427,21.94775,11.599509,5.1841841,0.83712804,6.2591352,1.0886966,79.456573,32.501965,16.382597,15.155095,0.60898721,53.597061,0.42043951,19.475445,23.478325,19.563078,28.009268,23.704557,18.939383,61.432625,1.184605,64.176796,13.642697,1.2086763,380.3501816,35.772293,0,81.45295,1.3620963,36.01696,31.855801,-8.2509851,8.3152313,4.0337338,28.485792,5.846446,5.4755287,-175099.55,20.807991,6.2917142,54.859688,17.648415,87.901245,11.713162,0,446.15924,3.8822339,53.613319,4.559666,treated
Bihar,lakhisarai,0,0.90825689,0,0,0.90825689,0,0.48404256,0,42.1367,10,25,3,0,0,3,3,0,0,0,0,0,0.91026539,0.19386302,0.91026539,0.19386302,111.2694038,0.84379905,68.52729878,0.066466331,31.252209,7.5722013,24.941296,11.564328,0,44.546013,128.71402,34.460609,26.800564,8.2026777,45.566292,19.430464,98.961304,1.0386934,0,0,-267382.9801,36.255356,16.782696,20.790075,15.605604,10.566268,6.8901143,64.606407,64.606407,91.026535,19.386301,85.254181,0,1.4546186,50.564587,18.404205,80.73629,17.717888,70.596619,50.826706,66.754494,8.2539196,111.2694038,28.936449,36.078342,4.8561773,5.8986259,45.063408,5.1146741,5.2344999,31.025242,99.429886,16.314346,14.56178,1.5735574,61.172825,22.691839,96.134308,3.8656931,0,0,-49033.80704,32.71286,31.296751,20.997166,12.031921,2.9612985,6.8955607,0.97460026,78.110428,22.746277,37.412365,7.0054097,0.82020789,34.173317,0.49991098,27.103571,22.867384,20.271927,25.572699,47.250946,26.59486,80.561028,5.544241,55.947296,14.726014,1.5105267,492.6886242,56.853218,0,85.254181,0.95470762,60.464363,23.461016,-4.4631786,19.386301,5.3565602,29.363091,25.387478,6.8928375,-89261.078,14.56178,1.5735574,61.172825,22.691839,96.134308,3.8656931,0,603.95801,2.7160239,29.284134,-14.716518,treated
